x,y,faa,height,inv_msk,inv_pad
-2062250.0,807750.0,-34.04109097804049,1500,False,False
-2057250.0,807750.0,-32.568972635048404,1500,False,False
-2027250.0,807750.0,-16.75065309607215,1500,False,True
-2022250.0,807750.0,-13.42118689390957,1500,False,True
-1982250.0,807750.0,22.121634967062985,1500,False,True
-1977250.0,807750.0,6.966962216824928,1500,False,True
-1972250.0,807750.0,-14.721230772180943,1500,False,True
-1967250.0,807750.0,-18.972536921106663,1500,False,True
-1962250.0,807750.0,-3.573175349476988,1500,False,True
-1957250.0,807750.0,14.146733443123672,1500,False,True
-1952250.0,807750.0,18.456149788050105,1500,False,True
-1947250.0,807750.0,13.303020778355783,1500,False,True
-1942250.0,807750.0,10.685264683559073,1500,False,True
-1937250.0,807750.0,8.835987073350264,1500,False,True
-1932250.0,807750.0,8.580930484859698,1500,False,True
-1927250.0,807750.0,12.342537463759976,1500,False,True
-1912250.0,807750.0,10.70390119519296,1500,False,False
-1897250.0,807750.0,40.79802849403664,1500,False,False
-1892250.0,807750.0,61.47109459782485,1500,False,False
-1887250.0,807750.0,66.46658430515612,1500,False,False
-1882250.0,807750.0,74.27977729691426,1500,False,False
-1877250.0,807750.0,75.17145915561986,1500,False,False
-1872250.0,807750.0,53.2082292626564,1500,False,False
-1867250.0,807750.0,30.098707325336395,1500,False,False
-1862250.0,807750.0,26.25916082281332,1500,False,False
-1857250.0,807750.0,24.07144651446413,1500,False,False
-1852250.0,807750.0,23.321004596637348,1500,False,False
-1842250.0,807750.0,20.560488439962665,1500,False,False
-1837250.0,807750.0,6.728368127998093,1500,False,False
-1832250.0,807750.0,4.424341781468764,1500,False,False
-1827250.0,807750.0,6.574319095252599,1500,False,False
-1822250.0,807750.0,7.594104940724922,1500,False,False
-1817250.0,807750.0,7.273942900911342,1500,False,False
-1812250.0,807750.0,10.495158656682902,1500,False,False
-1807250.0,807750.0,13.216506680136868,1500,False,False
-1802250.0,807750.0,14.253213080761087,1500,False,False
-1797250.0,807750.0,4.297552318100022,1500,False,False
-1792250.0,807750.0,-5.36780193507947,1500,False,False
-1787250.0,807750.0,-8.90764879183502,1500,False,False
-1782250.0,807750.0,-6.551921190989901,1500,False,False
-1777250.0,807750.0,-2.4672837339018643,1500,False,False
-2132250.0,802750.0,-30.18543494808083,1500,False,False
-2127250.0,802750.0,-34.10922130382345,1500,False,False
-2122250.0,802750.0,-37.742834408395616,1500,False,False
-2117250.0,802750.0,-42.443758891261766,1500,False,False
-2112250.0,802750.0,-47.59707345830253,1500,False,False
-2107250.0,802750.0,-48.55344546827095,1500,False,False
-2102250.0,802750.0,-47.75317653379357,1500,False,False
-2097250.0,802750.0,-46.685862435834046,1500,False,False
-2092250.0,802750.0,-47.22140585337772,1500,False,False
-2087250.0,802750.0,-49.66785867286036,1500,False,False
-2082250.0,802750.0,-51.65780416619719,1500,False,False
-2077250.0,802750.0,-52.04959137698067,1500,False,False
-2072250.0,802750.0,-51.835620931878886,1500,False,False
-2067250.0,802750.0,-50.96318729569469,1500,False,False
-2062250.0,802750.0,-49.52577598097758,1500,False,False
-2057250.0,802750.0,-48.622261132679824,1500,False,False
-2052250.0,802750.0,-47.44486792037159,1500,False,False
-2047250.0,802750.0,-43.97707238314975,1500,False,False
-2042250.0,802750.0,-38.59768038870417,1500,False,False
-2037250.0,802750.0,-34.62364973013446,1500,False,True
-2032250.0,802750.0,-33.73731398154973,1500,False,True
-2027250.0,802750.0,-34.165568636884046,1500,True,True
-2022250.0,802750.0,-34.88022361610214,1500,True,True
-1997250.0,802750.0,-41.39587233183265,1500,True,True
-1992250.0,802750.0,-30.17214281330755,1500,True,True
-1967250.0,802750.0,-37.44035003827874,1500,True,True
-1962250.0,802750.0,-25.12650623383801,1500,False,True
-1952250.0,802750.0,-6.979319846205283,1500,False,True
-1947250.0,802750.0,-9.514421575919409,1500,False,True
-1942250.0,802750.0,-12.743088895007157,1500,False,True
-1937250.0,802750.0,-13.888792677119286,1500,False,True
-1932250.0,802750.0,-13.593207047361371,1500,False,True
-1927250.0,802750.0,-6.096183643590472,1500,False,True
-1922250.0,802750.0,6.102218084907226,1500,False,True
-1917250.0,802750.0,8.766479474777428,1500,False,True
-1912250.0,802750.0,1.8690762060616293,1500,False,False
-1907250.0,802750.0,0.7272557455573196,1500,False,False
-1877250.0,802750.0,82.05353897124718,1500,False,False
-1872250.0,802750.0,52.512733517852645,1500,False,False
-1867250.0,802750.0,22.66520555885339,1500,False,False
-1862250.0,802750.0,13.95847211984642,1500,False,False
-1857250.0,802750.0,18.720321865677608,1500,False,False
-1852250.0,802750.0,13.570396683907212,1500,False,False
-1847250.0,802750.0,10.983190933952256,1500,False,False
-1842250.0,802750.0,13.71577513396866,1500,False,False
-1837250.0,802750.0,9.288808204272962,1500,False,False
-1832250.0,802750.0,5.802808250572268,1500,False,False
-1827250.0,802750.0,3.536966118239292,1500,False,False
-1822250.0,802750.0,5.127880547868655,1500,False,False
-1817250.0,802750.0,9.085258648752994,1500,False,False
-1812250.0,802750.0,15.632691076926708,1500,False,False
-1807250.0,802750.0,18.38882452301027,1500,False,False
-1802250.0,802750.0,14.166466447402088,1500,False,False
-1797250.0,802750.0,2.114862439322483,1500,False,False
-1792250.0,802750.0,-6.161726156589972,1500,False,False
-1787250.0,802750.0,-8.467237855875364,1500,False,False
-1782250.0,802750.0,1.887759162473132,1500,False,False
-1777250.0,802750.0,2.882282498946642,1500,False,False
-2112250.0,797750.0,-40.4518886358639,1500,False,False
-2107250.0,797750.0,-41.20985351796615,1500,False,False
-2102250.0,797750.0,-39.6260926609283,1500,False,False
-2097250.0,797750.0,-39.93543727096663,1500,False,False
-2092250.0,797750.0,-42.107405635797456,1500,False,False
-2087250.0,797750.0,-45.941106489360976,1500,False,False
-2082250.0,797750.0,-50.28844091223749,1500,False,False
-2077250.0,797750.0,-54.103032478842216,1500,False,False
-2072250.0,797750.0,-57.91669446034491,1500,False,False
-2067250.0,797750.0,-60.794728414468906,1500,False,False
-2062250.0,797750.0,-60.64149869743103,1500,False,False
-2057250.0,797750.0,-58.134055608890286,1500,False,False
-2052250.0,797750.0,-55.56167865961049,1500,False,False
-2047250.0,797750.0,-52.913754429129554,1500,False,False
-2042250.0,797750.0,-49.492343865733616,1500,False,False
-2037250.0,797750.0,-46.684611541660594,1500,False,True
-2032250.0,797750.0,-46.21383626161037,1500,False,True
-2027250.0,797750.0,-47.26788477065863,1500,True,True
-2022250.0,797750.0,-49.69484894793825,1500,True,True
-2017250.0,797750.0,-50.83011799849721,1500,True,True
-2012250.0,797750.0,-51.93716203273216,1500,True,True
-2007250.0,797750.0,-51.19170023318684,1500,True,True
-2002250.0,797750.0,-51.83039196907347,1500,True,True
-1997250.0,797750.0,-56.16773815160167,1500,True,True
-1992250.0,797750.0,-47.578331397430254,1500,True,True
-1967250.0,797750.0,-56.74992967034308,1500,True,True
-1962250.0,797750.0,-43.461468998106135,1500,True,True
-1937250.0,797750.0,-35.105113839602346,1500,True,True
-1932250.0,797750.0,-32.98646900709565,1500,True,True
-1927250.0,797750.0,-23.86608317366947,1500,True,True
-1922250.0,797750.0,-14.27218152047598,1500,True,True
-1917250.0,797750.0,-9.76205375936626,1500,False,True
-1912250.0,797750.0,-11.864196911219045,1500,False,True
-1907250.0,797750.0,-8.002484219224835,1500,False,True
-1902250.0,797750.0,7.758499682326808,1500,False,False
-1897250.0,797750.0,28.79517493881914,1500,False,False
-1892250.0,797750.0,35.690978472578685,1500,False,False
-1882250.0,797750.0,71.75079663252798,1500,False,False
-1877250.0,797750.0,93.12012802694912,1500,False,False
-1872250.0,797750.0,62.13159213802727,1500,False,False
-1857250.0,797750.0,17.12334749608087,1500,False,False
-1847250.0,797750.0,14.722348910524406,1500,False,False
-1842250.0,797750.0,20.410765585562316,1500,False,False
-1837250.0,797750.0,14.254506750051242,1500,False,False
-1832250.0,797750.0,6.862421863461532,1500,False,False
-1827250.0,797750.0,-0.3943514689717836,1500,False,False
-1822250.0,797750.0,0.5990355718201245,1500,False,False
-1817250.0,797750.0,5.521152389083087,1500,False,False
-1812250.0,797750.0,11.428793841641903,1500,False,False
-1807250.0,797750.0,12.8720703830744,1500,False,False
-1802250.0,797750.0,8.379445836847395,1500,False,False
-1797250.0,797750.0,-0.9075617559109452,1500,False,False
-1792250.0,797750.0,-11.103417309225051,1500,False,False
-1787250.0,797750.0,-2.4782046755562552,1500,False,False
-1782250.0,797750.0,7.474315098785336,1500,False,False
-1777250.0,797750.0,9.253206639212728,1500,False,False
-1772250.0,797750.0,9.782986886581543,1500,False,False
-2092250.0,792750.0,-34.03485824991078,1500,False,False
-2087250.0,792750.0,-37.01384497768148,1500,False,False
-2082250.0,792750.0,-40.38654883878142,1500,False,False
-2077250.0,792750.0,-43.80295505232046,1500,False,False
-2072250.0,792750.0,-47.24721794614573,1500,False,False
-2067250.0,792750.0,-50.37177054917509,1500,False,False
-2062250.0,792750.0,-51.55847690295933,1500,False,False
-2057250.0,792750.0,-49.60071695736536,1500,False,False
-2052250.0,792750.0,-46.59055623206677,1500,False,False
-2047250.0,792750.0,-45.43802271112534,1500,False,False
-2042250.0,792750.0,-46.02080501877554,1500,False,False
-2037250.0,792750.0,-46.64742030702481,1500,False,True
-2032250.0,792750.0,-46.47647150631583,1500,False,True
-2027250.0,792750.0,-46.24405753539666,1500,True,True
-2022250.0,792750.0,-47.10311923841892,1500,True,True
-2017250.0,792750.0,-49.093330074423314,1500,True,True
-2012250.0,792750.0,-51.57892276999644,1500,True,True
-2007250.0,792750.0,-53.58801903993098,1500,True,True
-2002250.0,792750.0,-55.57793486734066,1500,True,True
-1997250.0,792750.0,-57.853226810298885,1500,True,True
-1992250.0,792750.0,-54.52004694904458,1500,True,True
-1987250.0,792750.0,-49.04814734734666,1500,True,True
-1982250.0,792750.0,-45.6950679983936,1500,True,True
-1972250.0,792750.0,-55.157594390305405,1500,True,True
-1967250.0,792750.0,-61.8052346555741,1500,True,True
-1937250.0,792750.0,-51.67733762408386,1500,True,True
-1932250.0,792750.0,-49.00267640288747,1500,True,True
-1907250.0,792750.0,-14.562427531305016,1500,False,True
-1902250.0,792750.0,-1.9172817961309008,1500,False,True
-1897250.0,792750.0,16.178472675688283,1500,False,True
-1892250.0,792750.0,26.03483097712698,1500,False,False
-1887250.0,792750.0,31.575919011605613,1500,False,False
-1882250.0,792750.0,49.88302184136507,1500,False,False
-1877250.0,792750.0,75.4162914447706,1500,False,False
-1847250.0,792750.0,19.82547751698409,1500,False,False
-1842250.0,792750.0,23.44505011262872,1500,False,False
-1837250.0,792750.0,19.7087463560489,1500,False,False
-1832250.0,792750.0,8.71315918115517,1500,False,False
-1822250.0,792750.0,-5.054465449544158,1500,False,False
-1817250.0,792750.0,-7.342343090148961,1500,False,False
-1812250.0,792750.0,0.1490121924914527,1500,False,False
-1807250.0,792750.0,4.162568778178218,1500,False,False
-1802250.0,792750.0,-0.8649346530589428,1500,False,False
-1797250.0,792750.0,-6.135328829191308,1500,False,False
-1792250.0,792750.0,-6.088133336335314,1500,False,False
-1787250.0,792750.0,0.6403960242544535,1500,False,False
-1782250.0,792750.0,0.8483087207802995,1500,False,False
-1777250.0,792750.0,3.890530623922711,1500,False,False
-1772250.0,792750.0,5.624576718914558,1500,False,False
-1767250.0,792750.0,6.600360932226752,1500,False,False
-2057250.0,787750.0,-35.52977227583598,1500,False,False
-2052250.0,787750.0,-33.167886228071815,1500,False,False
-2047250.0,787750.0,-31.91758732205421,1500,False,False
-2042250.0,787750.0,-32.55046640947783,1500,False,False
-2037250.0,787750.0,-34.51559919139019,1500,False,True
-2032250.0,787750.0,-37.18137730725528,1500,False,True
-2027250.0,787750.0,-39.54493757426384,1500,True,True
-2022250.0,787750.0,-41.72579675819727,1500,True,True
-2017250.0,787750.0,-47.55383188681856,1500,True,True
-2012250.0,787750.0,-51.618530702595024,1500,True,True
-2007250.0,787750.0,-49.696328328838646,1500,True,True
-2002250.0,787750.0,-51.187916092510775,1500,True,True
-1997250.0,787750.0,-54.45247308054938,1500,True,True
-1992250.0,787750.0,-54.92068879302144,1500,True,True
-1987250.0,787750.0,-53.71244679047845,1500,True,True
-1982250.0,787750.0,-51.48105919105434,1500,True,True
-1977250.0,787750.0,-50.54315107218938,1500,True,True
-1972250.0,787750.0,-51.75909863964648,1500,True,True
-1967250.0,787750.0,-52.58988924695834,1500,True,True
-1962250.0,787750.0,-47.118677813311294,1500,True,True
-1957250.0,787750.0,-40.801740545869976,1500,True,True
-1952250.0,787750.0,-37.62746051436316,1500,True,True
-1947250.0,787750.0,-39.09495222367508,1500,True,True
-1937250.0,787750.0,-57.247255188013774,1500,True,True
-1932250.0,787750.0,-56.29252262512944,1500,True,True
-1917250.0,787750.0,-44.79908088372774,1500,True,True
-1912250.0,787750.0,-41.20527501391924,1500,True,True
-1892250.0,787750.0,13.216689999805272,1500,False,True
-1887250.0,787750.0,13.615933682259149,1500,False,False
-1882250.0,787750.0,24.18467758490747,1500,False,False
-1877250.0,787750.0,47.09511687249096,1500,False,False
-1867250.0,787750.0,32.506036211609484,1500,False,False
-1862250.0,787750.0,16.35429099726596,1500,False,False
-1857250.0,787750.0,5.457395155144394,1500,False,False
-1852250.0,787750.0,15.59001030752459,1500,False,False
-1847250.0,787750.0,21.961080972649185,1500,False,False
-1842250.0,787750.0,22.968898368938408,1500,False,False
-1837250.0,787750.0,21.68752227861735,1500,False,False
-1832250.0,787750.0,16.31321331762069,1500,False,False
-1827250.0,787750.0,6.780998729094442,1500,False,False
-1822250.0,787750.0,-5.807640636888991,1500,False,True
-1817250.0,787750.0,-11.181216564635845,1500,False,False
-1802250.0,787750.0,-2.7116026337283934,1500,False,False
-1797250.0,787750.0,1.212650765687561,1500,False,False
-1792250.0,787750.0,1.0938271421468635,1500,False,False
-1787250.0,787750.0,-0.3524041539850902,1500,False,False
-1782250.0,787750.0,0.5118132924189998,1500,False,False
-1777250.0,787750.0,1.5295235568472054,1500,False,False
-1772250.0,787750.0,-0.1276404065150501,1500,False,False
-2032250.0,782750.0,-34.16247457432014,1500,True,True
-2027250.0,782750.0,-36.45170840519475,1500,True,True
-2017250.0,782750.0,-38.67248272185856,1500,True,True
-2012250.0,782750.0,-41.91746528698316,1500,True,True
-1997250.0,782750.0,-43.867233342318656,1500,True,True
-1982250.0,782750.0,-43.428845223861096,1500,True,True
-1977250.0,782750.0,-42.53581872458616,1500,True,True
-1972250.0,782750.0,-41.04907612399993,1500,True,True
-1967250.0,782750.0,-39.86809880025651,1500,True,True
-1962250.0,782750.0,-39.58285724559232,1500,True,True
-1957250.0,782750.0,-38.33496434235587,1500,True,True
-1952250.0,782750.0,-37.72351546223901,1500,True,True
-1947250.0,782750.0,-39.79020956999378,1500,True,True
-1942250.0,782750.0,-45.17213608334156,1500,True,True
-1937250.0,782750.0,-52.76264680779268,1500,True,True
-1932250.0,782750.0,-57.01322180212156,1500,True,True
-1927250.0,782750.0,-58.21480805076242,1500,True,True
-1922250.0,782750.0,-57.9801179527773,1500,True,True
-1917250.0,782750.0,-57.88403596203671,1500,True,True
-1912250.0,782750.0,-55.05119503182431,1500,True,True
-1887250.0,782750.0,-10.364067154724427,1500,False,True
-1882250.0,782750.0,7.927149623455106,1500,False,True
-1877250.0,782750.0,13.515048566893457,1500,False,True
-1872250.0,782750.0,21.891251213013664,1500,False,False
-1867250.0,782750.0,20.73798911987221,1500,False,False
-1862250.0,782750.0,2.980927037549102,1500,False,False
-1857250.0,782750.0,-2.6020167104993743,1500,False,True
-1852250.0,782750.0,8.116899663195241,1500,False,True
-1847250.0,782750.0,12.400979617306184,1500,False,True
-1842250.0,782750.0,12.405672469235007,1500,False,True
-1837250.0,782750.0,17.3691232317112,1500,False,True
-1832250.0,782750.0,24.05846367971688,1500,False,True
-1827250.0,782750.0,20.113736087528093,1500,False,True
-1822250.0,782750.0,6.146188359676903,1500,False,True
-1817250.0,782750.0,-2.5122426266693063,1500,False,True
-1812250.0,782750.0,-1.735346643428916,1500,False,True
-1807250.0,782750.0,1.3934176003035186,1500,False,True
-1802250.0,782750.0,4.6280393651156055,1500,False,True
-1797250.0,782750.0,10.697703607742737,1500,False,True
-1792250.0,782750.0,10.667257231515045,1500,False,False
-1787250.0,782750.0,10.330945786286046,1500,False,False
-1782250.0,782750.0,11.844385101503946,1500,False,False
-1777250.0,782750.0,12.749981874128745,1500,False,False
