x,exp,gauss,sph,matern
0.0,0.0,0.0,0.0,0.0
1010.10101010101,0.028372412067957986,0.0010871012286488373,0.018134893742729266,0.005114886598390107
2020.20202020202,0.05571271054072556,0.004338835321514019,0.03626043092953367,0.016068113491544595
3030.30303030303,0.08205844099147526,0.009726633761570092,0.05436725500448834,0.03059065015839907
4040.40404040404,0.10744578318435272,0.017203347019151945,0.07244600941166841,0.04757063238538206
5050.50505050505,0.13190960075901098,0.02670393156199507,0.09048733759514904,0.06628670972110927
6060.60606060606,0.15548348910775134,0.03814639196336817,0.10848188299900531,0.08622385259081056
7070.707070707071,0.17819982151102046,0.051432959023838785,0.1264202890673124,0.10699551410150858
8080.80808080808,0.2000897935946199,0.06645148023493878,0.1442931992441454,0.12830283043227278
9090.90909090909,0.2211834661696789,0.08307699493656195,0.16209125697357954,0.14991037224988324
10101.0101010101,0.24150980651422238,0.10117346324937124,0.17980510569968988,0.1716304758625725
11111.111111111111,0.26109672815302365,0.12059561537187782,0.19742538886655153,0.19331249457669758
12121.21212121212,0.27997112919037187,0.14119088616828168,0.21494274991823964,0.21483508795673054
13131.31313131313,0.2981589292483934,0.16280139916172695,0.23234783229882944,0.2361004960385643
14141.414141414141,0.31568510506165465,0.18526596408721768,0.24963127945239594,0.25703016994221006
15151.51515151515,0.33257372477692754,0.20842205302343036,0.26678373482301426,0.2775613636508756
16161.61616161616,0.3488479810052194,0.23210772176443548,0.28379584185475965,0.29764442760952475
