x,y,faa,height,msk,inv_msk,inv_pad
-1597500.0,-693500.0,3.5036807697786325,1200,True,1.0,True
-1595500.0,-693500.0,4.171015347013157,1200,True,1.0,True
-1593500.0,-693500.0,5.678069851016828,1200,False,0.0,True
-1581500.0,-693500.0,-1.2866134062261014,1200,False,0.0,True
-1579500.0,-693500.0,-8.843769564225948,1200,True,0.0,True
-1577500.0,-693500.0,-14.961183423900687,1200,True,1.0,True
-1575500.0,-693500.0,-13.045477542647767,1200,True,1.0,True
-1573500.0,-693500.0,-4.165654208969192,1200,False,0.0,True
-1571500.0,-693500.0,5.268423651432161,1200,False,0.0,True
-1569500.0,-693500.0,10.52859108646758,1200,False,0.0,True
-1567500.0,-693500.0,12.87095843056061,1200,False,0.0,True
-1565500.0,-693500.0,13.495480410489337,1200,False,0.0,True
-1563500.0,-693500.0,13.25138874502248,1200,False,0.0,True
-1561500.0,-693500.0,14.10122644107734,1200,False,0.0,True
-1559500.0,-693500.0,16.977716336062418,1200,False,0.0,True
-1557500.0,-693500.0,24.720422048286515,1200,False,0.0,True
-1555500.0,-693500.0,33.26152316938218,1200,False,0.0,True
-1553500.0,-693500.0,37.246090320348905,1200,False,0.0,True
-1551500.0,-693500.0,39.72864007417815,1200,False,0.0,True
-1549500.0,-693500.0,38.14263147518951,1200,False,0.0,True
-1547500.0,-693500.0,34.616041403715855,1200,False,0.0,False
-1545500.0,-693500.0,34.01854183083623,1200,False,0.0,False
-1543500.0,-693500.0,33.00462248387798,1200,False,0.0,False
-1541500.0,-693500.0,30.382359092222462,1200,False,0.0,False
-1539500.0,-693500.0,27.716490029699813,1200,False,0.0,False
-1537500.0,-693500.0,25.671347587234497,1200,False,0.0,False
-1535500.0,-693500.0,25.191080751241977,1200,False,0.0,True
-1533500.0,-693500.0,25.1235457690201,1200,False,0.0,True
-1531500.0,-693500.0,23.87145780945653,1200,False,0.0,True
-1529500.0,-693500.0,21.429923001689357,1200,False,0.0,True
-1527500.0,-693500.0,19.019894278465646,1200,False,0.0,False
-1525500.0,-693500.0,17.84413926738035,1200,False,0.0,False
-1523500.0,-693500.0,14.991256120633581,1200,False,0.0,False
-1521500.0,-693500.0,10.3636813490511,1200,False,0.0,False
-1519500.0,-693500.0,11.842863434398092,1200,False,0.0,False
-1517500.0,-693500.0,21.619352741433737,1200,False,0.0,False
-1515500.0,-693500.0,26.501660205653014,1200,False,0.0,False
-1513500.0,-693500.0,27.638183196023864,1200,False,0.0,False
-1511500.0,-693500.0,26.414300798827117,1200,False,0.0,False
-1509500.0,-693500.0,21.33526731066841,1200,False,0.0,False
-1507500.0,-693500.0,15.149372151112209,1200,False,0.0,False
-1505500.0,-693500.0,10.294029874429361,1200,False,0.0,False
-1503500.0,-693500.0,6.009173609469916,1200,False,0.0,False
-1501500.0,-693500.0,1.0690133257419414,1200,False,0.0,False
-1499500.0,-693500.0,-3.915285061862663,1200,False,0.0,False
-1497500.0,-693500.0,-8.224971200509238,1200,False,0.0,False
-1495500.0,-693500.0,-9.75779174924813,1200,False,0.0,False
-1493500.0,-693500.0,-6.7659060320457165,1200,False,0.0,False
-1491500.0,-693500.0,-4.380777819593342,1200,False,0.0,False
-1489500.0,-693500.0,-7.707572641091324,1200,False,0.0,False
-1487500.0,-693500.0,-12.829306205142341,1200,False,0.0,False
-1485500.0,-693500.0,-14.53968384426485,1200,False,0.0,False
-1483500.0,-693500.0,-8.843558439318345,1200,False,0.0,False
-1481500.0,-693500.0,0.5806756198967818,1200,False,0.0,False
-1479500.0,-693500.0,15.64335937814518,1200,False,0.0,False
-1477500.0,-693500.0,30.700559413919045,1200,False,0.0,False
-1475500.0,-693500.0,25.98349987745328,1200,False,0.0,False
-1473500.0,-693500.0,13.58744169834128,1200,False,0.0,False
-1451500.0,-693500.0,4.883505217652758,1200,False,0.0,False
-1449500.0,-693500.0,1.6523243977889268,1200,False,0.0,False
-1603500.0,-691500.0,-0.9048478903081457,1200,False,0.0,True
-1601500.0,-691500.0,-0.704791416549463,1200,True,0.0,True
-1599500.0,-691500.0,-1.871433923564218,1200,True,0.0,True
-1597500.0,-691500.0,-1.678364852356923,1200,True,1.0,True
-1595500.0,-691500.0,-0.4078822904673291,1200,True,1.0,True
-1581500.0,-691500.0,-9.447405708672743,1200,True,1.0,True
-1579500.0,-691500.0,-15.822605787485873,1200,True,1.0,True
-1577500.0,-691500.0,-18.455701277666606,1200,True,1.0,True
-1575500.0,-691500.0,-13.538885166213513,1200,True,1.0,True
-1573500.0,-691500.0,-5.10824055627962,1200,True,1.0,True
-1571500.0,-691500.0,1.2482615197531668,1200,True,0.0,True
-1569500.0,-691500.0,4.133580622186431,1200,True,0.0,True
-1565500.0,-691500.0,4.706472236876917,1200,True,0.0,True
-1563500.0,-691500.0,5.198768140066303,1200,True,0.0,True
-1561500.0,-691500.0,7.099109681688823,1200,False,0.0,True
-1559500.0,-691500.0,10.719074428280924,1200,False,0.0,True
-1557500.0,-691500.0,17.02464885752946,1200,False,0.0,True
-1555500.0,-691500.0,23.424434544485614,1200,False,0.0,True
-1553500.0,-691500.0,27.56523443933821,1200,False,0.0,True
-1551500.0,-691500.0,29.892639568131948,1200,False,0.0,True
-1549500.0,-691500.0,28.838506005238713,1200,False,0.0,True
-1547500.0,-691500.0,27.751641777066812,1200,False,0.0,True
-1545500.0,-691500.0,29.13027485732645,1200,False,0.0,False
-1543500.0,-691500.0,28.936961402233663,1200,False,0.0,False
-1541500.0,-691500.0,27.178570068422193,1200,False,0.0,True
-1539500.0,-691500.0,24.96863025631243,1200,False,0.0,True
-1537500.0,-691500.0,22.498366348503243,1200,False,0.0,True
-1535500.0,-691500.0,21.316278786190214,1200,False,0.0,True
-1533500.0,-691500.0,21.202279266429944,1200,False,0.0,True
-1531500.0,-691500.0,20.179569393323693,1200,False,0.0,True
-1529500.0,-691500.0,16.599724179164067,1200,False,0.0,True
-1527500.0,-691500.0,10.392362985695353,1200,False,0.0,True
-1525500.0,-691500.0,4.841662258442976,1200,False,0.0,True
-1523500.0,-691500.0,1.483486043922483,1200,False,0.0,True
-1521500.0,-691500.0,2.7973943688816356,1200,False,0.0,False
-1519500.0,-691500.0,9.329500342291883,1200,False,0.0,False
-1517500.0,-691500.0,18.157191430557614,1200,False,0.0,False
-1515500.0,-691500.0,25.209604534176183,1200,False,0.0,False
-1513500.0,-691500.0,30.02987019612725,1200,False,0.0,False
-1511500.0,-691500.0,30.17576517332755,1200,False,0.0,False
-1509500.0,-691500.0,25.041447649896718,1200,False,0.0,False
-1507500.0,-691500.0,19.17119452634317,1200,False,0.0,False
-1505500.0,-691500.0,14.421393765800534,1200,False,0.0,False
-1503500.0,-691500.0,9.369105823929983,1200,False,0.0,False
-1501500.0,-691500.0,2.880626304355557,1200,False,0.0,False
-1499500.0,-691500.0,-3.0500060558538102,1200,False,0.0,False
-1497500.0,-691500.0,-7.265162005387786,1200,False,0.0,False
-1495500.0,-691500.0,-9.298533964738553,1200,False,0.0,False
-1493500.0,-691500.0,-9.425300714163239,1200,False,0.0,False
-1491500.0,-691500.0,-9.984152152237558,1200,False,0.0,False
-1489500.0,-691500.0,-12.086803188686547,1200,False,0.0,False
-1487500.0,-691500.0,-10.26453796191233,1200,False,0.0,False
-1485500.0,-691500.0,-3.1628641509019393,1200,False,0.0,False
-1483500.0,-691500.0,0.981122213953188,1200,False,0.0,False
-1481500.0,-691500.0,4.635365860453544,1200,False,0.0,False
-1479500.0,-691500.0,12.068425107595855,1200,False,0.0,False
-1477500.0,-691500.0,19.046948134236988,1200,False,0.0,False
-1475500.0,-691500.0,16.092394501084858,1200,False,0.0,False
-1473500.0,-691500.0,8.458181034388893,1200,False,0.0,False
-1453500.0,-691500.0,8.142886020615062,1200,False,0.0,False
-1451500.0,-691500.0,14.94961369371084,1200,False,0.0,False
-1449500.0,-691500.0,7.9437132415323095,1200,False,0.0,False
-1605500.0,-689500.0,-3.6960544799324353,1200,False,0.0,True
-1603500.0,-689500.0,-3.45627531002124,1200,False,0.0,True
-1601500.0,-689500.0,-4.091728245947071,1200,False,0.0,True
-1599500.0,-689500.0,-5.749786949411747,1200,True,0.0,True
-1597500.0,-689500.0,-5.323736775553577,1200,True,0.0,True
-1595500.0,-689500.0,-4.07793568430873,1200,True,0.0,True
-1583500.0,-689500.0,-9.705144855010206,1200,True,1.0,True
-1581500.0,-689500.0,-13.936979643166035,1200,True,1.0,True
-1579500.0,-689500.0,-18.22153109918988,1200,True,1.0,True
-1577500.0,-689500.0,-18.627800015300043,1200,True,1.0,True
-1575500.0,-689500.0,-14.085636303254596,1200,True,1.0,True
-1573500.0,-689500.0,-8.050844582124702,1200,True,1.0,True
-1571500.0,-689500.0,-3.875200821278514,1200,True,1.0,True
-1567500.0,-689500.0,-2.946388888584327,1200,True,1.0,True
-1565500.0,-689500.0,-4.193897163600817,1200,True,1.0,True
-1563500.0,-689500.0,-3.55344345544523,1200,True,1.0,True
-1561500.0,-689500.0,-0.2695126183337058,1200,True,0.0,True
-1559500.0,-689500.0,3.8898746128312673,1200,False,0.0,True
-1553500.0,-689500.0,15.63763234322986,1200,False,0.0,True
-1551500.0,-689500.0,18.07036417439165,1200,False,0.0,True
-1549500.0,-689500.0,19.025243497813793,1200,False,0.0,True
-1547500.0,-689500.0,20.15594771358655,1200,False,0.0,True
-1545500.0,-689500.0,22.141451345470575,1200,False,0.0,False
-1543500.0,-689500.0,22.936108637139476,1200,False,0.0,True
-1541500.0,-689500.0,22.426486760784297,1200,False,0.0,True
-1539500.0,-689500.0,20.798545475329426,1200,False,0.0,True
-1537500.0,-689500.0,18.27728209090005,1200,False,0.0,True
-1535500.0,-689500.0,15.873197604584789,1200,False,0.0,True
-1533500.0,-689500.0,14.227089949601949,1200,False,0.0,True
