x,y,faa,height,inv_msk,boug_dist
-2207250.0,827750.0,5.490374368653326,1500,0,31.41963555096808
-2202250.0,827750.0,8.255291294666876,1500,0,28.368113096594364
-2122250.0,827750.0,-6.799587981834572,1500,0,12.130689409618574
-2072250.0,827750.0,-13.79040716861824,1500,0,-5.1730645135970175
-2067250.0,827750.0,-13.778264536245858,1500,0,-9.200907804466542
-2027250.0,827750.0,-8.979644887445678,1500,0,-55.84485395941903
-2022250.0,827750.0,-5.989682339888201,1500,0,-37.658778197225004
-2007250.0,827750.0,21.06100509928837,1500,0,-47.46248560661458
-1987250.0,827750.0,24.590455646359228,1500,0,-52.02480006440919
-1982250.0,827750.0,24.913257327927955,1500,0,-21.078742624950184
-1977250.0,827750.0,23.90874806186068,1500,0,-39.878063669771706
-1967250.0,827750.0,8.648482750645718,1500,0,-12.159020648936602
-1962250.0,827750.0,22.926976241789724,1500,0,-11.464080483017334
-1957250.0,827750.0,41.679643136730604,1500,0,-23.678612615811502
-1952250.0,827750.0,34.27844563098835,1500,0,-3.542717412775957
-1937250.0,827750.0,-5.072037187728561,1500,0,-21.289790311861612
-1932250.0,827750.0,-1.887615045969097,1500,0,-17.2262122659992
-1852250.0,827750.0,21.25367571217221,1500,0,-45.957678702006476
-1847250.0,827750.0,19.4596517312718,1500,0,-30.478657884392906
-1822250.0,827750.0,-4.830717487469471,1500,0,-27.33575605771994
-1817250.0,827750.0,-3.0783338399235087,1500,0,-29.42654194685948
-2207250.0,822750.0,6.8928994570939155,1500,0,32.59743017308714
-2202250.0,822750.0,12.19246605807457,1500,0,34.290259681014064
-2197250.0,822750.0,15.075855491233517,1500,0,36.353379661362
-2192250.0,822750.0,11.41709871677809,1500,0,37.9880474146803
-2122250.0,822750.0,-7.587099790904081,1500,0,15.108707906227192
-2117250.0,822750.0,-11.59394514154412,1500,0,8.514462612627137
-2072250.0,822750.0,-17.684352546298367,1500,0,-9.876975449643552
-2067250.0,822750.0,-17.205864357439054,1500,0,-0.03382684855851181
-2062250.0,822750.0,-11.204663759780008,1500,0,2.33066352864509
-2057250.0,822750.0,-4.762963537256512,1500,0,-12.9795756260716
-2027250.0,822750.0,-12.82869553060099,1500,0,-33.556804460653794
-2022250.0,822750.0,-8.744192043411207,1500,0,-39.592774258861134
-2007250.0,822750.0,9.515231096737809,1500,0,-31.973000947014533
-2002250.0,822750.0,-7.866917456890441,1500,0,-42.57151442114598
-1987250.0,822750.0,34.26363536630631,1500,0,-62.71549706106786
-1982250.0,822750.0,31.622770505127846,1500,0,-20.741382773005995
-1977250.0,822750.0,35.4705146072299,1500,0,-27.0872400447464
-1972250.0,822750.0,40.41326015464677,1500,0,-36.825529196769715
-1967250.0,822750.0,8.657536705560739,1500,0,-18.70549416488202
-1962250.0,822750.0,7.939617895317156,1500,0,-21.42318483755176
-1957250.0,822750.0,38.58365379825327,1500,0,-36.78134775079122
-1952250.0,822750.0,38.67068355761012,1500,0,-20.780365817210154
-1947250.0,822750.0,7.088589332106323,1500,0,-14.187125725619438
-1942250.0,822750.0,-12.777417615849117,1500,0,-24.074372917830097
-1937250.0,822750.0,-17.79349051493817,1500,0,-26.541369505196215
-1932250.0,822750.0,-12.660874034792698,1500,0,-17.991144589093572
-1927250.0,822750.0,13.956082184076083,1500,0,-21.62870636560674
-1922250.0,822750.0,38.80896294219294,1500,0,-33.81371703240924
-1917250.0,822750.0,32.16429833076465,1500,0,-28.8677342221186
-1912250.0,822750.0,13.865198845710445,1500,0,-32.912552101052256
-1852250.0,822750.0,29.44422945752183,1500,0,-14.465519579631788
-1847250.0,822750.0,25.889971311905118,1500,0,-15.989366786134429
-1842250.0,822750.0,25.53074022927324,1500,0,-14.34222270290832
-1837250.0,822750.0,17.34874393884155,1500,0,-10.838349066334484
-1832250.0,822750.0,5.121716832036869,1500,0,-10.954406065798905
-1827250.0,822750.0,-2.1948921466772626,1500,0,-16.35701687693916
-1822250.0,822750.0,-6.638074147487252,1500,0,-22.24057192633505
-1817250.0,822750.0,-5.410836706404056,1500,0,-23.151703452132143
-1812250.0,822750.0,-1.0736495656200493,1500,0,-23.507040071571037
-1802250.0,822750.0,4.670349839337849,1500,0,-10.538584140644863
-1787250.0,822750.0,10.69547077445758,1500,0,-41.458649944196196
-1782250.0,822750.0,12.862188596292075,1500,0,-61.227522596742205
-2197250.0,817750.0,13.290214505459632,1500,0,43.59473066591443
-2192250.0,817750.0,11.121113376673092,1500,0,45.28630191862784
-2177250.0,817750.0,10.862791263813858,1500,0,32.63763238212471
-2172250.0,817750.0,10.620899958320003,1500,0,31.603480299690784
-2132250.0,817750.0,-12.448236502517814,1500,0,14.634523518019405
-2127250.0,817750.0,-11.989861918493036,1500,0,13.866425401616754
-2122250.0,817750.0,-12.030268593009406,1500,0,13.867168287784576
-2062250.0,817750.0,-13.93112951660506,1500,0,-1.0173081926749816
-2057250.0,817750.0,-4.685219052168454,1500,0,-2.8165347044329585
-2052250.0,817750.0,-2.1209544981344854,1500,0,-6.980294481742067
-2047250.0,817750.0,-11.057000213124612,1500,0,-17.52556165108545
-2032250.0,817750.0,-13.700279893583692,1500,0,-14.631001645183634
-2027250.0,817750.0,-14.258641659704773,1500,0,-19.547631120148065
-2022250.0,817750.0,-5.2819890391842605,1500,0,-27.285610259439554
-2017250.0,817750.0,7.108174410006615,1500,0,-26.128667129978506
-2012250.0,817750.0,1.6538032153658824,1500,0,-49.087979460113
-2007250.0,817750.0,-10.707835141715059,1500,0,-33.19340190771694
-2002250.0,817750.0,-24.227625486824017,1500,0,-38.558818183620374
-1997250.0,817750.0,-7.625920368621618,1500,0,-53.788838056186975
-1992250.0,817750.0,14.923721155926772,1500,0,-50.99413753414886
-1987250.0,817750.0,33.80520982600238,1500,0,-40.289829379132954
-1977250.0,817750.0,33.09537025138499,1500,0,-21.671721528259646
